公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證
2884,玉山金,15.00%,100%持有合併財務報表之母子公司,ISO 50001、ISO 14064
2885,元大金,2.53%,合併財務報表之母子公司(全台灣營業據點),ISO 50001
2886,兆豐金,1.00%,包含合併財務報表母子公司之國內所有據點,ISAE 3000
2887,台新金,1.82%,再生能源包含自發自用太陽能、外購綠電及外購再生能源憑證，非再生能源包含汽油、柴油及外購電力(台電)；資料涵蓋台新金控，台新銀行(共 105 個據點與 5 個海外據點)，以及台新證券、台新資產管理、台新投信、台新創投、台新投顧、台新人壽共37 個子公司據點。,ISO 50001
2888,新光金,0.00%,包含合併財務報表之母子公司,ISO 50001
2889,國票金,0.00%,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",ISO 50001
2890,永豐金,0.70%,僅永豐銀行,AA1000 ASv3第二類型高度保證等級
2891,中信金,0.45%,中國信託金融園區及臺中金融大樓,ISO 50001
2892,第一金,5.21%,總能源資料範圍為本公司暨合併財報除「第一金證券亞洲」外之所有子公司。,ISO 50001
2897,王道銀行,1.12%,母公司全台營運據點,ISO 50001
2901,欣欣,N/A,N/A,N
2903,遠百,0.04%,遠東百貨_信義A13及台中大遠百(太陽光電),ISO 50001
2904,匯僑,N/A,N/A,N
2905,三商,0.00%,"母公司(建北大樓11F,16F,19F)",N
2906,高林,N/A,N/A,N
2908,特力,N/A,N/A,N
2910,統領,N/A,N/A,N
2911,麗嬰房,N/A,N/A,N
2912,統一超,N/A,N/A,ISO 50001
2913,農林,N/A,N/A,N
2915,潤泰全,N/A,N/A,N
2923,鼎固-KY,N/A,N/A,N
2929,淘帝-KY,N/A,N/A,N
2939,永邑-KY,N/A,N/A,N
2945,三商家購,N/A,N/A,N
3002,歐格,N/A,N/A,N
3003,健和興,N/A,N/A,N
3004,豐達科,0.84%,僅母公司,N
3005,神基,N/A,N/A,ISO 50001
3006,晶豪科,N/A,N/A,N
3008,大立光,N/A,N/A,N
3010,華立,100.00%,"母公司及子公司(全順、國軒、詠佳、富鈞、華恆),並未直接使用而是將能源提供於台電,但依發電量與消耗量計算,再生能源達100%。",N
3011,今皓,N/A,N/A,N
3013,晟銘電,4.80%,包含合併財務報表之母子公司,N
3014,聯陽,N/A,N/A,N
3015,全漢,5.54%,母公司與部分子公司,N
3016,嘉晶,N/A,N/A,N
3017,奇鋐,15.30%,深圳奇宏/興奇宏、武漢奇宏/興奇宏,ISO 50001
3018,隆銘綠能,N/A,N/A,N
3019,亞光,N/A,N/A,N
3021,鴻名,N/A,N/A,N
3022,威強電,N/A,N/A,N
3023,信邦,1.50%,集團100%持股之11個據點。能源使用包含電力(再生能源、非再生能源之汽油、柴油、液化石油氣、天然氣)，經換算熱值(GJ)之佔比,ISO 50001
3024,憶聲,N/A,N/A,N
3025,星通,N/A,N/A,N
3026,禾伸堂,N/A,N/A,N
3027,盛達,N/A,N/A,N
3028,增你強,0.00%,範圍包含台灣區內湖總部辦公室,N
3029,零壹,N/A,N/A,N
3030,德律,N/A,N/A,N
3031,佰鴻,N/A,N/A,N
3032,偉訓,N/A,N/A,N
3033,威健,N/A,N/A,N
3034,聯詠,0.29%,母公司,N
3035,智原,0.31%,母公司,N
3036,文曄,0.00%,包含合併財務報表母子公司之台灣各營運據點。,N
3037,欣興,0.00%,目前尚未使用再生能源。,ISO 50001
3038,全台,N/A,N/A,N
3040,遠見,N/A,N/A,N
3041,揚智,0.00%,僅母公司,N
3042,晶技,0.15%,2022年再生能源使用率,N
3043,科風,N/A,N/A,N
3044,健鼎,0.00%,健鼎-平鎮/無錫/湖北廠區,N
3045,台灣大,4.49%,2022,ISO 50001
3046,建,59.00%,含合併財務報表之母子公司,N
3047,訊舟,N/A,N/A,N
3049,精金,N/A,N/A,N
3050,鈺德,0.00%,僅母公司,N
3051,力特,N/A,N/A,ISO14001
3052,夆典,0.00%,總部辦公處所(新北市中和區新民街112號4樓),N
3054,立萬利,N/A,N/A,N
3055,蔚華科,N/A,N/A,N
3056,富華新,N/A,N/A,N
3057,喬鼎,N/A,N/A,N
3058,立德,N/A,N/A,N
3059,華晶科,N/A,N/A,N
3060,銘異,N/A,N/A,N
3062,建漢,N/A,N/A,N
3090,日電貿,N/A,N/A,N
3092,鴻碩,N/A,N/A,ISO 50001
3094,聯傑,N/A,N/A,N
3130,一零四,N/A,N/A,N
3138,耀登,1.83%,僅母公司,N
3149,正達,N/A,N/A,N
3164,景岳,16.20%,"再生能源節約量(天然氣)
111年 立方公尺
1月 1542.44
2月 807.087
3月 1979.45
4月 1476.41
5月 1922.54
6月 1919.37
7月 2288.01
8月 2115.75
9月 1692.24
10月 2240.59
11月 1523.54
12月 1416.89
加總 20924.3
總天然氣節約量: 20924.3",N
3167,大量,N/A,N/A,N
3189,景碩,N/A,N/A,N
3209,全科,N/A,N/A,N
3229,晟鈦,N/A,N/A,N
3231,緯創,57.19%,母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠),ISO 50001
3257,虹冠電,N/A,N/A,N
3266,昇陽,N/A,N/A,N
3296,勝德,0.00%,僅母公司,N
3305,昇貿,N/A,N/A,N
3308,聯德,N/A,N/A,N
3311,閎暉,N/A,N/A,N
3312,弘憶股,N/A,N/A,N
3321,同泰,N/A,N/A,N
3338,泰碩,N/A,N/A,N
3346,麗清,N/A,N/A,N
3356,奇偶,N/A,N/A,N
3376,新日興,N/A,N/A,N
3380,明泰,N/A,N/A,N
3406,玉晶光,N/A,N/A,N
3413,京鼎,N/A,N/A,N
3416,融程電,N/A,N/A,N
3419,譁裕,N/A,N/A,N
3432,台端,0.00%,包含合併財務報表之母子公司,N
3437,榮創,N/A,N/A,N
3443,創意,0.13%,包含合併財務報表之母子公司,N
3447,展達,0.11%,僅母公司,N
3450,聯鈞,N/A,N/A,N
3454,晶睿,22.81%,168+192+桃園廠區,N
3481,群創,0.00%,台灣母公司與大陸生產據點子公司的總用電量與再生能源使用量,ISO 50001
3494,誠研,2.16%,包含合併財務報表之母子公司,N
3501,維熹,N/A,N/A,N
3504,揚明光,N/A,N/A,N
3515,華擎,0.00%,母公司(目前用電主要以台電為主，未使用再生能源),N
3518,柏騰,N/A,N/A,N
3528,安馳,N/A,N/A,N
3530,晶相光,N/A,N/A,N
3532,台勝科,N/A,N/A,N
3533,嘉澤,N/A,N/A,N
3535,晶彩科,N/A,N/A,N
3543,州巧,N/A,N/A,N
3545,敦泰,N/A,N/A,N
3550,聯穎,N/A,N/A,N
3557,嘉威,0.00%,母公司及大陸子公司,N
3563,牧德,0.00%,牧德科技股份有限公司,N
3576,聯合再生,N/A,N/A,N
3583,辛耘,N/A,N/A,N
3588,通嘉,N/A,N/A,N
3591,艾笛森,N/A,N/A,N
3592,瑞鼎,N/A,N/A,N
3593,力銘,N/A,N/A,N
3596,智易,7.00%,台灣總部、中國生產中心及越南生產中心,ISO 50001
3605,宏致,0.00%,公司目前尚無使用再生能源，以購入台電電力為主要使用電力,N
3607,谷崧,N/A,N/A,N
3617,碩天,N/A,N/A,N
3622,洋華,N/A,N/A,N
3645,達邁,0.81%,達邁銅鑼廠,N
3652,精聯,N/A,N/A,N
3653,健策,N/A,N/A,N
3661,世芯-KY,N/A,N/A,N
3665,貿聯-KY,3.61%,全球33個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。,N
3669,圓展,0.42%,母公司,N
3673,TPK-KY,59.96%,僅含大陸廠區,ISO 50001
3679,新至陞,N/A,N/A,N
3686,達能,N/A,N/A,N
3694,海華,N/A,N/A,N
3701,大眾控,N/A,N/A,N
3702,大聯大,N/A,N/A,N
3703,欣陸,3.14%,母公司及主要營運子公司,ISO 50001，驗證範圍：鳳山及安平水資源中心
3704,合勤控,0.00%,合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司,N
3705,永信,N/A,N/A,N
3706,神達,3.40%,合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information SystemsCorp.,N
3708,上緯投控,N/A,N/A,ISO 50001
3711,日月光投控,19.37%,包含再生能源或憑證,ISO 50001
3712,永崴投控,0.00%,母公司,N
3714,富采,N/A,N/A,N
3715,定穎投控,3.29%,資料涵蓋範圍包含合併財務報表之母子公司,ISO 50001
4104,佳醫,N/A,N/A,N
4106,雃博,N/A,N/A,N
4108,懷特,N/A,N/A,N
4119,旭富,N/A,N/A,N
4133,亞諾法,N/A,N/A,N
4137,麗豐-KY,N/A,N/A,N
4142,國光生,N/A,N/A,N
4148,全宇生技-KY,N/A,N/A,N
4155,訊映,N/A,N/A,N
4164,承業醫,N/A,N/A,N
4190,佐登-KY,N/A,N/A,N
4306,炎洲,N/A,N/A,ISO 50001
4414,如興,N/A,N/A,N
4426,利勤,N/A,N/A,ISO 50001
4438,廣越,N/A,N/A,N
4439,冠星-KY,2.13%,TOP SPORTS TEXTILE LTD.,EMeRet
4440,宜新實業,N/A,N/A,N
4526,東台,N/A,N/A,ISO 50001
4532,瑞智,0.00%,僅母公司,N
4536,拓凱,N/A,N/A,N
4540,全球傳動,N/A,N/A,N
4545,銘鈺,N/A,N/A,N
4551,智伸科,N/A,N/A,N
4552,力達-KY,N/A,N/A,N
4555,氣立,N/A,N/A,N
4557,永新-KY,N/A,N/A,N
4560,強信-KY,N/A,N/A,N
4562,穎漢,N/A,N/A,N
4564,元翎,N/A,N/A,N
4566,時碩工業,N/A,N/A,N
4571,鈞興-KY,0.00%,主要生產子公司珠海鈞興及越南鈞興,N
4572,駐龍,N/A,N/A,N
4576,大銀微系統,0.00%,母公司之總部及二廠,ISO 50001
4581,光隆精密-KY,N/A,N/A,N
4583,台灣精銳,N/A,N/A,N
4720,德淵,N/A,N/A,ISO 50001
4722,國精化,N/A,N/A,N
4736,泰博,N/A,N/A,N
4737,華廣,N/A,N/A,N
4739,康普,N/A,N/A,ISO 50001
4746,台耀,N/A,N/A,N
4755,三福化,N/A,N/A,N
4763,材料-KY,N/A,N/A,N
4764,雙鍵,0.00%,母公司,N
4766,南寶,0.34%,僅母公司,ISO 50001
4770,上品,N/A,N/A,N
4807,日成-KY,N/A,N/A,N
4904,遠傳,0.50%,包含合併財務報表之母子公司,ISO 50001
4906,正文,N/A,N/A,N
4912,聯德控股-KY,35.00%,廠區邊角料轉運回收再利用,ISO 50001
4915,致伸,31.69%,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、致伸泰國、迪芬尼泰國,ISO 50001
4916,事欣科,N/A,N/A,N
4919,新唐,0.00%,僅母公司,ISO 50001
4927,泰鼎-KY,0.52%,包含合併財務報表之母子公司,N
4930,燦星網,N/A,N/A,N
4934,太極,N/A,N/A,N
4935,茂林-KY,N/A,N/A,N
4938,和碩,19.42%,和碩聯合科技(股)公司、昌碩科技(上海)、世碩電子(昆山)、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、旭碩科技(重慶)、凱全電子(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD,ISO 50001
4942,嘉彰,N/A,N/A,N
4943,康控-KY,N/A,N/A,N
4952,凌通,0.00%,母公司,N
4956,光鋐,N/A,N/A,N
4958,臻鼎-KY,2.20%,大陸園區自建太陽能發電及外購電力(綠電),ISO 50001
4960,誠美材,1.82%,僅母公司,N
4961,天鈺,0.00%,天鈺科技股份有限公司,AA1000 Type2 中度保證等級
4967,十銓,N/A,N/A,N
4968,立積,N/A,N/A,N
4976,佳凌,N/A,N/A,N
4977,眾達-KY,N/A,N/A,N
4989,榮科,6.00%,本公司,ISO 50001
4994,傳奇,N/A,N/A,N
4999,鑫禾,N/A,N/A,N
5007,三星,N/A,N/A,ISO50001:2018
5203,訊連,N/A,N/A,N
5215,科嘉-KY,N/A,N/A,N
5222,全訊,N/A,N/A,N
5225,東科-KY,N/A,N/A,N
5234,達興材料,0.00%,所有生產廠區,N
5243,乙盛-KY,N/A,N/A,N
5244,弘凱,N/A,N/A,N
5258,虹堡,N/A,N/A,N
5269,祥碩,0.00%,"111/1/1~12/31, 範圍:祥碩總公司辦公室",N
5283,禾聯碩,N/A,N/A,N
5284,jpp-KY,N/A,N/A,Thai Ministerial Regulation
5285,界霖,N/A,N/A,N
5288,豐祥-KY,0.00%,主要營運孫公司台灣豐祥及越南VPIC1,ISO 50001:2018
5306,桂盟,0.00%,母公司及合併財務報表之子公司(桂盟企業),N
5388,中磊,0.00%,本公司(台北辦公室+&#12149;南廠),N
5434,崇越,N/A,N/A,N
5469,瀚宇博,N/A,N/A,N
5471,松翰,N/A,N/A,N
5484,慧友,N/A,N/A,N
5515,建國,N/A,N/A,N
5519,隆大,N/A,N/A,N
5521,工信,N/A,N/A,N
5522,遠雄,N/A,N/A,N
5525,順天,N/A,N/A,N
5531,鄉林,N/A,N/A,N
5533,皇鼎,N/A,N/A,N
5534,長虹,N/A,N/A,N
5538,東明-KY,N/A,N/A,N
5546,永固-KY,N/A,N/A,N
5607,遠雄港,N/A,N/A,N
5608,四維航,0.00%,本公司於申報年度未使用再生能源，故不適用,N
5706,鳳凰,N/A,N/A,N
5871,中租-KY,29.55%,內湖總公司,ISO 50001
5876,上海商銀,2.15%,僅母公司,ISO 50001
5880,合庫金,0.08%,2022年總行大樓太陽能自發自用/2022年全集團用電量,ISO 50001
5906,台南-KY,N/A,N/A,N
5907,大洋-KY,N/A,N/A,N
6005,群益證,N/A,N/A,N
6024,群益期,N/A,N/A,N
6108,競國,N/A,N/A,N
6112,邁達特,N/A,N/A,N
6115,鎰勝,N/A,N/A,N
6116,彩晶,N/A,N/A,ISO 50001
6117,迎廣,0.00%,母公司,ISO 50001
6120,達運,5.33%,包含本公司及合併財務報表內子公司,N
6128,上福,N/A,N/A,N
6133,金橋,N/A,N/A,N
6136,富爾特,N/A,N/A,N
6139,亞翔,N/A,N/A,N
6141,柏承,2.13%,昆山子公司廠區,N
6142,友勁,N/A,N/A,N
6152,百一,N/A,N/A,N
6153,嘉聯益,N/A,N/A,N
6155,鈞寶,N/A,N/A,N
6164,華興,N/A,N/A,N
6165,浪凡,N/A,N/A,N
6166,凌華,N/A,N/A,N
6168,宏齊,N/A,N/A,N
6176,瑞儀,2.60%,台灣與中國大陸製造廠區,N
6177,達麗,N/A,N/A,N
6183,關貿,N/A,N/A,N
6184,大豐電,N/A,N/A,N
6189,豐藝,N/A,N/A,N
6191,精成科,N/A,N/A,N
6192,巨路,N/A,N/A,N
6196,帆宣,22.60%,母公司-南科廠區,ISO 50001
6197,佳必琪,N/A,N/A,N
6201,亞弘電,N/A,N/A,N
6202,盛群,N/A,N/A,N
6205,詮欣,0.00%,母公司,N
6206,飛捷,N/A,N/A,N
6209,今國光,N/A,N/A,N
6213,聯茂,N/A,N/A,ISO 50001
6214,精誠,1.47%,僅母公司,ISO 50001
6215,和椿,0.00%,台灣全部公司,N
6216,居易,N/A,N/A,N
6224,聚鼎,N/A,N/A,N
6225,天瀚,N/A,N/A,N
6226,光鼎,N/A,N/A,N
6230,尼得科超眾,N/A,N/A,N
6235,華孚,N/A,N/A,N
6239,力成,0.02%,僅台灣地區力成科技,ISO 50001
6243,迅杰,N/A,N/A,N
6257,矽格,0.00%,矽格北興廠區 中興廠區 湖口廠區,N
6269,台郡,N/A,N/A,N
6271,同欣電,N/A,N/A,N
6277,宏正,N/A,N/A,N
6278,台表科,N/A,N/A,N
6281,全國電,N/A,N/A,N
6282,康舒,5.69%,包含合併財務報表之母子公司,ISO 50001
6283,淳安,N/A,N/A,N
6285,啟,6.65%,再生能源使用率計算範圍為祫`部、力行廠、南科廠、ㄗ峞Bㄦs、ㄟ禰矇驉]昆山）、ㄟ禰矇驉]昆山）、越南廠。,ISO 50001
6288,聯嘉,N/A,N/A,N
6405,悅城,N/A,N/A,N
6409,旭隼,0.00%,"1.旭隼科技主要業務為不斷電系統、太陽能產品、儲能系統、變頻器、電動車充電樁等產品
2.旭隼科技於生產製造，並未使用再生能源 ，也未使用煤炭/褐媒、天然氣、原油/柴油。
3.旭隼科技產品壽命結束後，再使用或者再生利用率均超過80%，可回收利用率均超過70%，符合歐盟WEEE指令的最新要求。
4.依IRENA的1.5°C路徑情境分析，到2050年前，按技術途徑劃分的全球二氧化碳減排量，25％依賴能源效率、25 ％依賴再生能源；而旭隼科技所有產品都具有能源效率效益、太陽能產品兼具能源效率以及再生能源效益；稱之為永續性產品。
5.請參閱本公司ESG報告及TCFD報告",ISO14607; 採用ISAE3000及ISAE3410進行確信
6412,群電,9.46%,使用太陽能發電與購買綠電憑證,ISO 50001
6414,樺漢,N/A,N/A,ISO 50001:2018
6415,矽力*-KY,N/A,N/A,N
6416,瑞祺電通,N/A,N/A,N
6426,統新,N/A,N/A,N
6431,光麗-KY,N/A,N/A,N
6438,迅得,N/A,N/A,N
6442,光聖,N/A,N/A,N
6443,元晶,0.00%,廠區用電來源為台電，廠區太陽能光電售於台電無列入,N
6446,藥華藥,N/A,N/A,N
6449,鈺邦,N/A,N/A,N
6451,訊芯-KY,4.00%,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,GB/T 23331-2020/ISO 50001 :2018
6456,GIS-KY,95.29%,本公司及子公司所有廠區,ISO 50001
6464,台數科,N/A,N/A,N
6472,保瑞,N/A,N/A,N
6477,安集,N/A,N/A,N
6491,晶碩,N/A,N/A,N
6504,南六,N/A,N/A,N
6505,台塑化,0.00%,母公司,N
6515,穎崴,N/A,N/A,N
6525,捷敏-KY,N/A,N/A,N
6531,愛普*,N/A,N/A,N
6533,晶心科,N/A,N/A,N
6541,泰福-KY,N/A,N/A,N
6550,北極星藥業-KY,N/A,N/A,N
6552,易華電,N/A,N/A,N
6558,興能高,N/A,N/A,N
6573,虹揚-KY,N/A,N/A,N
6579,研揚,N/A,N/A,N
6581,鋼聯,8.31%,僅母公司,N
6582,申豐,N/A,N/A,N
6585,鼎基,N/A,N/A,N
6591,動力-KY,N/A,N/A,N
6592,和潤企業,N/A,N/A,N
6598,ABC-KY,N/A,N/A,N
6605,帝寶,N/A,N/A,N
6606,建德工業,N/A,N/A,N
6625,必應,N/A,N/A,N
6641,基士德-KY,50.24%,合併報表之子公司之一-川源(中國)平湖廠區,N
6655,科定,N/A,N/A,N
6657,華安,N/A,N/A,N
6666,羅麗芬-KY,N/A,N/A,ISO 50001
6668,中揚光,N/A,N/A,N
6669,緯穎,27.73%,母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司),ISO 50001
6670,復盛應用,0.78%,桃園廠,N
6671,三能-KY,0.00%,合併財務報表之母子公司,N
6672,騰輝電子-KY,N/A,N/A,N
6674,鋐寶科技,N/A,N/A,N
6689,伊雲谷,2.42%,母公司,N
6691,洋基工程,N/A,N/A,N
6695,芯鼎,N/A,N/A,N
6698,旭暉應材,N/A,N/A,N
6706,惠特,N/A,N/A,N
6715,嘉基,N/A,N/A,N
6719,力智,N/A,N/A,N
6743,安普新,N/A,N/A,N
6753,龍德造船,N/A,N/A,N
6754,匯僑設計,N/A,N/A,N
6756,威鋒電子,N/A,N/A,N
6768,志強-KY,N/A,N/A,N
6770,力積電,0.00%,母公司,ISO 50001
6776,展眥篕,0.00%,申報公司及100%持股子公司及博瑞達總部,N
6781,AES-KY,54.00%,資料涵蓋範圍包含合併財務報表之母子公司，使用太陽能發電與購買綠電憑證,N
6782,視陽,6.28%,範疇二,N
6789,采鈺,36.60%,采鈺新竹廠區,ISO 50001
6790,永豐實,N/A,N/A,ISO 50001
6792,詠業,0.00%,母公司,N
6796,晉弘,N/A,N/A,N
6799,來頡,N/A,N/A,N
6806,森崴能源,0.60%,"涵蓋森崴能源母公司頂埔大樓8F總部及一處台南歸仁辦公室據點，另本公司無直接使用再生能源，使用電力皆來自台電供電，另有購買2022年綠電憑證(T-REC)2張，共2,000度電。",N
6807,峰源-KY,19.35%,主要生產基地,N
6830,汎銓,0.00%,合併財務報表之母子公司,N
6834,天二科技,N/A,N/A,N
6835,圓裕,N/A,N/A,N
6854,錼創科技-KY創,N/A,N/A,N
6861,睿生光電,0.00%,僅母公司,N
6863,永道-KY,N/A,N/A,N
6869,雲豹能源,N/A,N/A,N
6873,泓德能源,11.00%,包含合併財務報表之母子公司,N
8011,台通,N/A,N/A,N
8016,矽創,N/A,N/A,N
8021,尖點,0.21%,僅母公司,N
8028,昇陽半導體,N/A,N/A,N
8033,雷虎,N/A,N/A,N
8039,台虹,N/A,N/A,N
8046,南電,0.00%,母公司,N
8070,長華*,0.00%,包含合併財務報表之母子公司,N
8072,陞泰,N/A,N/A,N
8081,致新,N/A,N/A,N
8101,華冠,N/A,N/A,N
8103,瀚荃,N/A,N/A,N
8104,錸寶,1.44%,母公司-錸寶,N
8105,凌巨,N/A,N/A,N
8110,華東,N/A,N/A,N
8112,至上,N/A,N/A,N
8114,振樺電,N/A,N/A,N
8131,福懋科,N/A,N/A,ISO 50001
8150,南茂,0.00%,母公司(台灣六個廠區),ISO 50001
8163,達方,5.18%,母公司(台灣廠區及中國廠區),N
8201,無敵,0.00%,母公司,N
8210,勤誠,5.40%,邊界為總部/嘉義廠/勤昆廠/前盛廠,N
8213,志超,N/A,N/A,N
8215,明基材,13.09%,包含合併財務報表之母子公司,ISO 50001
8222,寶一,N/A,N/A,N
8249,菱光,N/A,N/A,N
8261,富鼎,N/A,N/A,N
8271,宇瞻,N/A,N/A,N
8341,日友,N/A,N/A,N
8367,建新國際,N/A,N/A,N
8374,羅昇,N/A,N/A,N
8404,百和興業-KY,36.30%,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,N
8411,福貞-KY,N/A,N/A,N
8422,可寧衛,N/A,N/A,ISO 50001
8429,金麗-KY,N/A,N/A,N
8438,昶昕,N/A,N/A,N
8442,威宏-KY,N/A,N/A,N
8443,阿瘦,N/A,N/A,N
8454,富邦媒,N/A,N/A,N
8462,柏文,N/A,N/A,N
8463,潤泰材,N/A,N/A,N
8464,億豐,N/A,N/A,N
8466,美吉吉-KY,N/A,N/A,N
8467,波力-KY,15.60%,2022年,中&#21326;人民共和&#22269;&#30005;力法
8473,山林水,N/A,N/A,N
8476,台境*,N/A,N/A,N
8478,東哥遊艇,N/A,N/A,N
8481,政伸,2.88%,僅母公司,N
8482,商億-KY,N/A,N/A,N
8488,吉源-KY,N/A,N/A,N
8499,鼎炫-KY,N/A,N/A,N
8926,台汽電,N/A,N/A,N
8940,新天地,N/A,N/A,N
8996,高力,N/A,N/A,N
9802,鈺齊-KY,3.86%,台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N
9902,台火,N/A,N/A,N
9904,寶成,12.74%,本公司製鞋廠區,約有22%製鞋工廠，通過ISO 50001驗證。
9905,大華,N/A,N/A,N
9906,欣巴巴,N/A,N/A,N
9907,統一實,N/A,N/A,N
9908,大台北,N/A,N/A,ISO 50001
9910,豐泰,12.72%,包含合併財務報表之母子公司,N
9911,櫻花,N/A,N/A,N
9912,偉聯,N/A,N/A,N
9914,美利達,0.00%,僅母公司,N
9917,中保科,N/A,N/A,N
9918,欣天然,N/A,N/A,N
9919,康那香,N/A,N/A,N
9921,巨大,7.33%,巨大集團大中華區所有自行車生產據點,N
9924,福興,N/A,N/A,N
9925,新保,N/A,N/A,N
9926,新海,N/A,N/A,N
9927,泰銘,N/A,N/A,N
9928,中視,N/A,N/A,N
9929,秋雨,N/A,N/A,N
9930,中聯資源,N/A,N/A,ISO 50001
9931,欣高,N/A,N/A,N
9933,中鼎,2.00%,母公司總部大樓,AA1000
9934,成霖,N/A,N/A,N
9935,慶豐富,N/A,N/A,N
9937,全國,0.00%,涵蓋本公司所有營運據點及出租加油站予本公司之100%子公司埔祥開發(股)公司及上員(股)公司。,N
9938,百和,2.04%,僅母公司,ISO 50001
9939,宏全,N/A,N/A,N
9940,信義,3.09%,信義房屋股份有限公司,ISO50001 (預計2023Q3完成查證)
9941,裕融,0.00%,母公司+子公司新鑫、裕富數位,N
9942,茂順,N/A,N/A,N
9943,好樂迪,N/A,N/A,N
9944,新麗,N/A,N/A,N
9945,潤泰新,N/A,N/A,N
9946,三發地產,N/A,N/A,N
9955,佳龍,N/A,N/A,N
9958,世紀鋼,N/A,N/A,ISO 50001
