,公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
346,恩德,電機機械,1528,73,79,57,49,21,79,69,13,37,23,67,15,13,49,39,77,33,43,49,67,31,9,11,11,23,1,1,1,1,41
347,樂事綠能,電機機械,1529,17,11,17,79,39,77,79,91,41,21,39,57,93,47,9,13,31,41,63,13,95,11,13,83,25,1,1,1,1,44
348,亞崴,電機機械,1530,39,39,61,59,37,67,35,53,11,19,37,73,39,51,73,79,29,73,73,41,29,45,71,77,35,1,1,1,1,50
349,高林股,電機機械,1531,67,69,59,41,63,65,41,27,69,17,47,51,17,43,59,93,27,27,21,9,25,21,15,13,43,1,1,1,1,41
350,勤美,電機機械,1532,71,73,73,43,93,57,51,37,61,93,83,55,29,39,55,33,25,19,29,15,9,53,23,21,37,1,1,1,1,47
351,中宇,電機機械,1535,95,95,99,7,31,71,83,93,23,77,53,59,95,83,67,17,23,39,67,33,23,65,77,93,77,1,1,1,1,62
352,廣隆,電機機械,1537,83,85,75,39,77,73,85,19,47,87,73,49,19,21,25,37,21,77,77,87,21,15,33,27,7,1,1,1,1,50
353,正峰,電機機械,1538,53,53,9,91,89,69,17,81,15,15,9,93,87,77,69,99,11,79,79,35,91,69,99,91,33,1,1,1,1,61
354,巨庭,電機機械,1539,15,17,11,97,59,89,89,83,27,13,51,91,85,89,7,89,19,21,17,29,19,71,75,95,79,1,1,1,1,53
355,喬福,電機機械,1540,33,27,27,65,13,91,91,99,79,9,23,99,99,73,13,91,17,45,41,93,97,73,89,99,59,1,1,1,1,62
356,錩泰,電機機械,1541,27,35,39,61,75,93,93,47,93,41,61,63,45,97,91,97,9,9,7,51,99,31,81,69,91,1,1,1,1,60
357,伸興,電機機械,1558,87,87,89,15,97,19,49,23,89,75,93,65,33,13,87,23,15,81,81,59,17,23,31,31,97,1,1,1,1,55
358,中砂,電機機械,1560,61,61,71,31,27,15,25,7,9,89,79,53,21,27,31,67,47,83,83,95,15,25,29,29,39,1,1,1,1,45
359,程泰,電機機械,1583,49,43,53,47,59,49,45,95,77,7,29,87,77,71,11,47,51,69,51,43,45,99,67,97,53,1,1,1,1,57
360,永冠-KY,電機機械,1589,43,51,51,53,57,11,67,21,85,95,77,47,9,19,65,15,49,53,65,61,11,19,7,7,47,1,1,1,1,43
361,亞德客-KY,電機機械,1590,45,49,49,51,41,9,21,9,19,99,49,13,15,25,29,43,71,57,69,21,89,7,17,15,19,1,1,1,1,37
362,直得,電機機械,1597,59,63,67,35,91,55,57,57,43,43,35,89,51,75,27,55,91,13,11,37,43,77,45,47,45,1,1,1,1,52
363,上銀,電機機械,2049,85,89,91,11,43,13,23,11,33,83,81,11,7,15,35,29,89,15,15,79,27,29,21,19,29,1,1,1,1,39
364,大同,電機機械,2371,63,65,65,37,67,23,53,17,53,47,95,71,27,23,21,81,7,85,85,83,83,43,27,25,9,1,1,1,1,50
365,大量,電機機械,3167,93,31,77,33,53,51,27,31,65,73,65,95,75,11,15,51,87,87,87,49,77,79,87,89,15,1,1,1,1,60
366,東台,電機機械,4526,47,45,55,45,17,17,13,97,97,67,27,83,65,59,71,9,85,25,37,57,75,81,61,63,93,1,1,1,1,56
367,瑞智,電機機械,4532,79,77,93,17,45,39,15,85,83,65,13,35,91,69,79,53,83,89,89,11,81,83,97,43,61,1,1,1,1,63
368,全球傳動,電機機械,4540,19,19,37,63,69,25,31,49,45,69,59,19,67,95,93,57,81,65,39,91,73,85,59,61,83,1,1,1,1,58
369,力達-KY,電機機械,4552,25,23,21,89,65,95,95,41,25,81,69,9,59,29,99,87,79,67,47,7,71,37,47,51,81,1,1,1,1,56
370,氣立,電機機械,4555,31,25,13,93,83,81,87,39,49,79,87,41,43,31,95,85,77,91,91,89,69,35,49,59,87,1,1,1,1,64
371,強信-KY,電機機械,4560,23,29,33,75,25,21,33,43,29,61,97,43,61,37,45,83,75,37,45,25,49,39,51,53,71,1,1,1,1,47
372,穎漢,電機機械,4562,21,21,29,83,99,29,9,51,21,59,57,29,73,81,49,59,93,93,93,85,65,87,85,87,75,1,1,1,1,61
373,元翎,電機機械,4564,29,33,35,67,81,31,11,35,57,57,63,37,89,53,23,75,53,33,19,47,47,27,41,41,13,1,1,1,1,44
374,時碩工業,電機機械,4566,77,83,63,55,55,85,77,71,59,55,91,27,55,35,81,95,69,61,33,27,63,89,53,55,85,1,1,1,1,64
375,鈞興-KY,電機機械,4571,51,55,47,69,23,87,81,61,31,85,99,45,63,33,47,73,67,95,95,81,61,91,55,57,69,1,1,1,1,65
376,駐龍,電機機械,4572,11,13,23,81,79,63,47,65,17,53,31,39,81,91,37,69,65,29,25,97,59,93,83,85,73,1,1,1,1,56
377,大銀微系統,電機機械,4576,91,93,85,19,61,53,55,55,51,71,55,31,47,79,33,49,63,51,55,55,57,95,43,45,67,1,1,1,1,58
378,台灣精銳,電機機械,4583,41,47,19,87,85,41,29,45,99,11,89,97,37,99,97,65,61,47,43,31,55,97,95,49,99,1,1,1,1,63
379,豐祥-KY,電機機械,5288,55,57,41,73,29,33,61,25,91,91,75,69,25,17,89,63,59,97,97,77,53,17,19,17,95,1,1,1,1,57
380,寶一,電機機械,8222,7,7,7,95,87,97,73,77,73,51,33,61,57,61,51,61,57,31,23,69,51,41,79,75,49,1,1,1,1,55
381,羅昇,電機機械,8374,99,99,95,13,65,75,97,89,81,49,25,25,69,57,83,39,55,23,27,65,13,75,65,71,55,1,1,1,1,60
382,高力,電機機械,8996,65,71,69,25,73,45,39,79,67,45,11,81,41,55,43,45,13,75,75,99,7,67,37,37,41,1,1,1,1,52
383,華電,電器電纜,1603,8,8,1,99,85,36,29,29,22,71,99,36,64,99,22,99,85,85,36,22,71,36,78,50,22,1,1,1,1,52
384,聲寶,電器電纜,1604,78,78,64,36,36,99,99,15,15,64,92,85,57,92,15,78,78,99,99,71,64,29,36,29,15,1,1,1,1,61
385,華新,電器電纜,1605,85,85,92,15,64,1,43,1,29,99,85,1,1,85,99,8,99,29,43,57,43,1,1,1,29,1,1,1,1,44
386,華榮,電器電纜,1608,57,57,57,29,50,57,50,57,57,57,78,71,71,78,29,71,71,78,57,8,57,50,8,8,36,1,1,1,1,52
387,大亞,電器電纜,1609,92,92,78,22,57,22,8,36,50,50,71,57,8,71,85,43,92,22,22,50,36,43,15,15,85,1,1,1,1,49
388,中電,電器電纜,1611,50,50,99,1,29,92,92,99,92,92,64,99,99,64,78,15,8,71,85,15,50,99,92,99,78,1,1,1,1,68
389,宏泰,電器電纜,1612,99,99,85,8,8,64,64,43,43,43,57,64,43,57,36,50,64,64,71,78,29,8,43,22,50,1,1,1,1,52
390,三洋電,電器電纜,1614,1,1,8,85,15,15,36,50,36,36,50,29,36,50,71,1,57,1,8,36,92,92,71,78,92,1,1,1,1,42
391,大山,電器電纜,1615,36,29,22,71,78,50,22,92,99,29,43,50,92,43,64,92,1,15,1,1,85,85,85,85,99,1,1,1,1,55
392,億泰,電器電纜,1616,15,15,15,92,43,85,85,85,64,22,36,8,85,36,92,64,50,57,50,99,99,78,50,43,43,1,1,1,1,56
393,榮星,電器電纜,1617,64,64,50,50,22,78,78,22,8,15,29,78,50,29,8,57,43,50,64,29,78,22,29,71,8,1,1,1,1,44
394,合機,電器電纜,1618,43,36,43,43,92,43,1,71,85,8,22,43,78,22,57,36,36,8,15,92,22,71,64,92,71,1,1,1,1,48
395,艾美特-KY,電器電纜,1626,29,43,29,78,71,8,57,8,1,85,15,92,15,15,1,29,29,43,78,64,15,15,99,57,1,1,1,1,1,39
396,燦星網,電器電纜,4930,71,71,71,57,99,71,71,64,71,78,8,22,29,8,50,85,22,36,29,85,8,57,22,36,57,1,1,1,1,51
397,禾聯碩,電器電纜,5283,22,22,36,64,43,29,15,78,78,1,1,15,22,1,43,22,15,92,92,43,1,64,57,64,64,1,1,1,1,39
398,葡萄王,生技醫療業,1707,63,66,75,3,87,36,30,0,24,93,99,15,9,33,33,0,93,0,0,39,69,48,0,0,27,1,1,1,1,38
399,生達,生技醫療業,1720,18,21,66,21,84,9,15,15,3,63,54,27,33,15,3,60,39,12,9,24,36,9,27,21,0,1,1,1,1,27
400,美吾華,生技醫療業,1731,12,15,15,72,69,51,45,54,15,33,48,63,87,93,15,0,33,0,6,27,93,6,18,72,15,1,1,1,1,38
401,五鼎,生技醫療業,1733,0,0,3,81,72,12,18,33,69,51,45,81,15,18,75,96,87,36,27,90,33,54,39,36,90,1,1,1,1,46
402,杏輝,生技醫療業,1734,0,0,0,93,75,0,24,18,63,27,72,30,30,21,78,3,30,39,75,36,30,36,30,27,87,1,1,1,1,37
403,南光,生技醫療業,1752,0,0,0,99,0,9,6,21,0,24,93,12,27,24,0,57,27,42,36,84,27,42,33,33,0,1,1,1,1,28
404,寶齡富錦,生技醫療業,1760,48,48,63,45,96,24,21,63,66,39,24,78,93,87,81,45,24,45,60,54,24,87,96,60,84,1,1,1,1,58
405,中化生,生技醫療業,1762,69,69,87,0,15,39,54,42,60,48,21,18,18,84,66,63,21,15,12,30,21,0,24,3,66,1,1,1,1,38
406,和康生,生技醫療業,1783,30,33,6,87,78,45,39,81,75,54,18,84,66,63,90,54,18,3,0,78,15,81,66,63,60,1,1,1,1,51
407,科妍,生技醫療業,1786,45,45,21,66,33,48,36,45,0,3,33,66,45,81,0,27,36,54,54,45,0,72,48,45,9,1,1,1,1,38
408,神隆,生技醫療業,1789,60,51,72,15,54,3,3,9,9,84,96,21,6,27,9,0,15,6,18,57,12,0,21,0,3,1,1,1,1,26
409,美時,生技醫療業,1795,75,54,96,12,63,33,27,27,42,96,87,0,21,30,60,36,9,57,45,0,9,15,36,30,30,1,1,1,1,40
410,景岳,生技醫療業,3164,3,3,0,69,3,54,48,57,12,57,0,60,57,75,12,33,6,99,78,0,96,75,84,39,12,1,1,1,1,41
411,永信,生技醫療業,3705,90,90,60,27,45,42,51,87,57,45,42,39,81,39,72,18,3,33,63,75,6,63,57,66,78,1,1,1,1,53
412,佳醫,生技醫療業,4104,72,72,78,9,51,60,42,72,90,42,12,87,96,69,96,21,3,81,81,69,3,78,87,75,96,1,1,1,1,62
413,雃博,生技醫療業,4106,42,42,51,39,12,6,0,90,84,75,27,51,75,42,36,24,96,63,57,0,0,57,45,42,36,1,1,1,1,44
414,懷特,生技醫療業,4108,81,81,36,51,60,63,60,60,18,0,0,69,60,66,18,0,3,18,30,93,90,84,90,87,18,1,1,1,1,49
415,旭富,生技醫療業,4119,21,12,33,36,9,66,63,48,0,0,51,90,63,72,0,69,12,66,39,63,0,0,9,0,6,1,1,1,1,33
416,亞諾法,生技醫療業,4133,15,9,9,75,81,99,99,96,51,0,0,42,78,36,39,90,42,24,15,0,42,60,60,90,42,1,1,1,1,48
417,麗豐-KY,生技醫療業,4137,39,39,69,24,30,72,69,69,93,90,3,72,69,90,87,72,99,0,0,99,18,93,93,57,93,1,1,1,1,62
418,國光生,生技醫療業,4142,33,36,12,63,24,15,9,12,6,87,75,24,12,12,6,9,45,21,21,33,99,12,42,18,0,1,1,1,1,29
419,全宇生技-KY,生技醫療業,4148,9,18,24,48,21,21,12,24,48,6,39,96,90,57,69,30,75,75,66,60,48,0,12,24,48,1,1,1,1,41
420,訊映,生技醫療業,4155,6,6,39,42,99,75,72,84,87,9,36,93,84,54,93,15,84,3,3,42,84,3,15,69,51,1,1,1,1,50
421,承業醫,生技醫療業,4164,87,87,93,0,0,18,0,99,45,66,6,54,99,48,63,75,72,78,87,51,81,69,75,93,75,1,1,1,1,61
422,佐登-KY,生技醫療業,4190,84,84,54,33,0,78,75,93,54,12,9,48,72,51,42,93,69,30,69,72,78,66,72,84,45,1,1,1,1,59
423,泰博,生技醫療業,4736,27,27,18,78,0,81,78,66,96,18,15,99,54,99,84,78,81,90,90,9,75,96,81,96,81,1,1,1,1,65
424,華廣,生技醫療業,4737,0,0,0,96,48,27,33,51,0,15,84,75,42,45,0,81,78,72,42,96,72,33,78,81,0,1,1,1,1,46
425,台耀,生技醫療業,4746,66,75,90,0,27,0,0,0,21,69,78,33,0,60,21,51,0,87,99,21,45,27,6,6,21,1,1,1,1,36
426,光麗-KY,生技醫療業,6431,96,96,81,18,57,84,81,36,33,21,60,0,36,3,27,12,63,69,72,81,66,45,63,54,33,1,1,1,1,51
427,藥華藥,生技醫療業,6446,99,99,99,0,93,87,84,75,78,99,30,36,48,96,24,6,66,27,24,12,63,51,69,78,24,1,1,1,1,59
428,保瑞,生技醫療業,6472,78,78,30,90,39,30,87,30,27,72,90,0,24,0,30,84,60,84,84,18,60,39,51,48,63,1,1,1,1,52
429,晶碩,生技醫療業,6491,24,24,57,30,36,0,0,0,99,81,81,57,0,6,99,39,57,51,51,6,57,18,0,0,99,1,1,1,1,39
430,泰福-KY,生技醫療業,6541,57,63,45,54,6,90,90,3,39,30,63,6,3,0,57,42,54,48,48,15,54,21,0,12,72,1,1,1,1,39
431,北極星藥業-KY,生技醫療業,6550,54,60,48,57,66,93,93,0,36,0,66,3,0,0,54,87,51,93,93,3,87,24,0,9,69,1,1,1,1,46
432,ABC-KY,生技醫療業,6598,51,57,42,60,42,96,96,6,81,78,69,0,0,0,51,99,48,96,96,87,51,30,3,15,57,1,1,1,1,52
433,羅麗芬-KY,生技醫療業,6666,93,93,84,6,90,69,66,78,72,36,0,45,51,78,45,48,90,9,0,48,39,90,54,51,39,1,1,1,1,55
434,晉弘,生技醫療業,6796,36,30,27,84,18,57,57,39,30,60,57,9,39,9,48,66,3,60,33,66,0,99,99,99,54,1,1,1,1,47
435,東鹼,化學工業,1708,63,67,71,11,95,99,99,11,3,35,75,27,55,3,19,3,47,99,99,3,59,99,27,31,11,1,1,1,1,48
436,和益,化學工業,1709,99,99,99,0,39,67,95,39,27,23,7,3,15,75,11,0,95,3,51,0,99,79,75,67,51,1,1,1,1,49
437,東聯,化學工業,1710,87,83,83,3,3,31,19,0,87,91,99,15,0,15,91,0,3,31,59,27,35,75,43,43,99,1,1,1,1,45
438,永光,化學工業,1711,15,23,35,39,39,23,51,7,7,67,71,35,0,7,15,0,3,35,63,87,31,0,0,0,15,1,1,1,1,27
439,興農,化學工業,1712,19,27,23,71,55,27,43,15,11,87,95,55,27,11,27,15,7,39,27,83,19,63,19,15,35,1,1,1,1,37
440,國化,化學工業,1713,43,43,39,43,87,71,83,47,0,0,91,63,75,71,0,99,11,7,0,79,0,23,7,71,0,1,1,1,1,42
441,和桐,化學工業,1714,23,11,43,75,91,63,79,79,75,0,11,43,71,27,59,19,15,43,47,75,27,87,83,79,75,1,1,1,1,52
442,長興,化學工業,1717,79,75,79,19,51,39,55,3,63,83,63,19,7,0,67,11,19,15,11,11,83,0,0,0,43,1,1,1,1,36
443,中纖,化學工業,1718,0,0,3,87,79,43,35,0,47,3,67,0,31,0,47,23,23,75,83,19,67,71,0,0,47,1,1,1,1,34
444,三晃,化學工業,1721,3,3,11,51,71,3,7,35,35,7,15,39,19,67,35,95,27,47,15,0,79,31,15,7,39,1,1,1,1,30
445,台肥,化學工業,1722,91,91,95,0,47,35,0,0,15,11,0,0,3,0,55,27,31,19,7,7,71,35,67,55,87,1,1,1,1,34
446,中碳,化學工業,1723,95,95,91,0,15,75,63,31,0,79,19,23,0,79,0,31,35,27,31,31,55,19,11,75,0,1,1,1,1,39
447,元禎,化學工業,1725,35,19,31,79,35,83,59,95,79,15,79,95,99,31,87,79,39,55,23,55,87,51,71,95,79,1,1,1,1,62
448,永記,化學工業,1726,7,15,27,59,11,0,3,55,31,19,35,7,67,63,83,91,43,51,19,15,75,7,47,23,31,1,1,1,1,35
449,中華化,化學工業,1727,0,0,0,95,83,87,67,99,99,71,27,79,39,35,79,7,99,59,55,99,7,27,55,39,63,1,1,1,1,55
450,花仙子,化學工業,1730,75,79,59,47,95,91,75,75,39,27,31,59,91,23,71,67,51,0,0,23,11,67,87,83,3,1,1,1,1,53
451,毛寶,化學工業,1732,0,0,0,99,99,95,87,71,19,31,3,91,95,95,39,71,55,0,0,95,15,91,59,51,19,1,1,1,1,51
452,日勝化,化學工業,1735,11,7,7,91,63,0,91,67,59,59,39,71,63,43,63,39,59,79,71,51,91,59,51,47,55,1,1,1,1,53
453,勝一,化學工業,1773,83,87,87,7,23,11,15,27,67,39,43,11,51,91,75,43,63,11,67,0,0,95,31,35,71,1,1,1,1,45
454,展宇,化學工業,1776,27,31,0,83,7,19,0,91,51,43,47,83,87,47,23,47,67,63,39,59,23,43,63,59,23,1,1,1,1,45
455,德淵,化學工業,4720,39,35,15,67,75,51,31,83,55,63,0,87,79,51,43,63,0,83,79,63,63,47,91,87,59,1,1,1,1,56
456,國精化,化學工業,4722,59,59,55,23,31,59,39,43,0,47,51,47,59,99,0,51,71,67,43,67,95,39,3,3,0,1,1,1,1,44
457,康普,化學工業,4739,67,63,47,55,59,47,27,63,71,75,55,75,43,55,99,55,75,87,87,47,39,11,35,63,7,1,1,1,1,56
458,三福化,化學工業,4755,55,51,75,15,0,55,47,23,91,51,83,51,23,87,95,59,79,91,91,35,43,0,79,27,95,1,1,1,1,56
459,材料-KY,化學工業,4763,51,55,63,27,19,0,0,19,83,95,87,31,11,83,7,83,83,95,95,71,47,15,39,19,91,1,1,1,1,51
460,雙鍵,化學工業,4764,31,39,19,63,67,79,71,87,43,55,59,99,83,59,51,87,87,0,3,91,51,55,99,99,83,1,1,1,1,62
461,南寶,化學工業,4766,47,47,51,35,27,15,23,51,95,99,23,67,47,19,31,75,91,71,75,39,3,3,23,11,27,1,1,1,1,44
462,上品,化學工業,4770,71,71,67,31,43,7,11,59,23,0,0,0,35,39,3,35,3,23,35,43,0,83,95,91,67,1,1,1,1,37
463,台玻,玻璃陶瓷,1802,39,39,79,19,79,19,19,19,39,59,99,19,19,99,79,19,79,79,79,59,79,19,19,19,39,1,1,1,1,49
464,冠軍,玻璃陶瓷,1806,19,19,19,79,19,39,59,59,99,99,79,39,39,79,99,99,59,59,19,99,99,99,39,39,99,1,1,1,1,62
465,中釉,玻璃陶瓷,1809,79,79,59,99,39,99,99,79,79,39,59,79,79,59,59,39,39,39,59,79,59,79,79,79,79,1,1,1,1,69
466,和成,玻璃陶瓷,1810,59,59,39,59,59,59,39,39,19,19,39,59,59,39,39,79,19,99,99,19,39,39,59,59,19,1,1,1,1,49
467,凱撒衛,玻璃陶瓷,1817,99,99,99,39,99,79,79,99,59,79,19,99,99,19,19,59,99,19,39,39,19,59,99,99,59,1,1,1,1,67
468,士紙,造紙工業,1903,57,57,15,99,85,99,99,43,43,29,43,71,71,85,43,85,85,43,29,29,99,57,71,71,85,1,1,1,1,64
469,正隆,造紙工業,1904,71,71,99,15,29,43,71,99,71,57,99,29,29,15,71,57,71,71,71,99,71,99,29,29,15,1,1,1,1,59
470,華紙,造紙工業,1905,29,15,57,71,57,71,57,29,15,99,29,57,43,99,15,43,57,99,99,85,57,85,43,43,71,1,1,1,1,57
471,寶隆,造紙工業,1906,85,85,29,29,15,85,85,71,85,15,85,43,57,71,85,99,15,57,57,15,85,43,57,57,57,1,1,1,1,59
472,永豐餘,造紙工業,1907,99,99,71,43,71,15,29,15,57,85,15,15,15,57,57,29,99,29,43,43,43,15,15,15,99,1,1,1,1,47
473,榮成,造紙工業,1909,15,29,43,85,43,57,43,57,99,43,57,85,99,43,99,15,43,85,85,57,29,29,85,85,43,1,1,1,1,58
474,永豐實,造紙工業,6790,43,43,85,57,99,29,15,85,29,71,71,99,85,29,29,71,29,15,15,71,15,71,99,99,29,1,1,1,1,55
475,中鋼,鋼鐵工業,2002,99,99,99,9,21,42,72,9,30,99,99,9,9,9,9,12,96,72,63,75,42,60,9,9,18,1,1,1,1,47
476,東和鋼鐵,鋼鐵工業,2006,81,81,84,24,45,18,42,12,51,84,96,15,12,12,36,15,51,99,99,84,15,9,15,15,51,1,1,1,1,46
477,燁興,鋼鐵工業,2007,36,27,33,66,33,45,48,39,15,33,12,30,33,24,69,66,15,96,96,27,18,39,33,33,15,1,1,1,1,39
478,高興昌,鋼鐵工業,2008,12,15,9,99,60,57,45,81,54,24,93,93,78,93,48,33,18,27,48,48,72,93,75,84,84,1,1,1,1,58
479,第一銅,鋼鐵工業,2009,30,33,45,51,30,39,21,36,45,18,90,54,42,39,12,69,21,30,33,18,63,33,78,66,57,1,1,1,1,42
480,春源,鋼鐵工業,2010,39,36,57,60,48,12,18,54,90,12,15,69,60,63,96,18,24,33,69,30,81,87,27,27,78,1,1,1,1,48
481,春雨,鋼鐵工業,2012,51,57,30,81,69,30,39,96,18,69,42,39,45,69,93,60,27,36,42,54,21,21,48,30,21,1,1,1,1,48
482,中鋼構,鋼鐵工業,2013,93,93,93,18,18,84,78,75,75,72,45,90,75,90,87,21,30,39,66,60,24,81,60,69,90,1,1,1,1,65
483,中鴻,鋼鐵工業,2014,90,90,90,12,27,72,69,18,78,96,84,18,21,18,75,78,33,42,36,72,27,15,18,18,69,1,1,1,1,51
484,豐興,鋼鐵工業,2015,84,84,81,27,81,9,15,15,48,93,81,12,15,15,27,9,36,87,81,39,30,12,12,12,39,1,1,1,1,42
485,官田鋼,鋼鐵工業,2017,9,12,24,96,75,21,9,42,36,78,18,72,51,36,60,24,12,45,60,15,33,75,39,39,72,1,1,1,1,42
486,美亞,鋼鐵工業,2020,66,54,63,39,84,33,27,87,42,81,48,84,93,84,51,36,39,48,57,42,36,48,90,78,54,1,1,1,1,59
487,聚亨,鋼鐵工業,2022,24,30,15,90,57,54,33,78,72,15,51,81,54,87,57,99,42,51,27,24,99,72,45,45,93,1,1,1,1,56
488,燁輝,鋼鐵工業,2023,72,66,60,42,24,75,75,27,87,90,78,24,27,51,72,84,45,75,75,57,39,57,42,42,96,1,1,1,1,59
489,志聯,鋼鐵工業,2024,27,24,27,78,90,78,81,30,39,21,27,60,81,48,18,87,48,9,12,96,66,30,81,63,63,1,1,1,1,51
490,千興,鋼鐵工業,2025,21,9,18,75,81,99,99,66,93,9,54,45,72,96,99,96,9,18,15,99,90,51,69,75,99,1,1,1,1,62
491,大成鋼,鋼鐵工業,2027,96,96,96,15,78,69,66,51,99,27,24,75,48,54,45,27,93,15,24,21,60,78,51,48,75,1,1,1,1,57
492,威致,鋼鐵工業,2028,69,63,72,33,93,27,24,21,84,30,75,21,18,45,81,93,57,24,18,12,69,18,21,21,30,1,1,1,1,45
493,盛餘,鋼鐵工業,2029,87,87,87,21,42,87,87,24,81,87,72,33,30,42,90,30,60,78,78,66,87,63,54,54,24,1,1,1,1,62
494,彰源,鋼鐵工業,2030,48,48,54,84,15,90,90,48,9,36,21,36,36,72,39,75,63,81,84,78,12,36,36,72,9,1,1,1,1,51
495,新光鋼,鋼鐵工業,2031,78,78,78,36,63,63,51,84,33,39,60,66,87,81,42,57,66,84,87,69,48,84,96,96,36,1,1,1,1,66
496,新鋼,鋼鐵工業,2032,18,21,21,87,54,36,12,69,63,42,87,57,63,33,84,48,69,60,45,33,84,42,57,51,81,1,1,1,1,53
497,佳大,鋼鐵工業,2033,15,18,12,93,87,93,93,33,69,45,33,48,57,30,21,81,72,21,21,9,96,27,84,60,66,1,1,1,1,51
498,允強,鋼鐵工業,2034,63,72,66,48,72,24,36,45,66,48,9,63,39,21,78,54,99,63,54,87,45,54,63,57,87,1,1,1,1,57
